Image Name,PSNR (dB),SSIM
im_0293_s85_a05,10.9454,0.5139
im_0293_s85_a06,16.5307,0.5668
im_0293_s90_a04,16.5060,0.5713
im_0293_s90_a05,16.8824,0.4863
im_0293_s90_a06,15.4619,0.5690
im_0293_s95_a04,17.3142,0.6110
im_0293_s95_a05,13.3936,0.6144
im_0293_s95_a06,16.6385,0.6440
im_0294_s100_a04,12.4489,0.6123
im_0294_s100_a05,10.8639,0.6676
im_0294_s100_a06,12.4641,0.5928
im_0294_s80_a04,15.4061,0.6538
im_0294_s80_a05,12.8767,0.5928
im_0294_s80_a06,13.3245,0.6851
im_0294_s85_a04,12.4011,0.6245
im_0294_s85_a05,12.8412,0.6945
im_0294_s85_a06,14.0931,0.6049
im_0294_s90_a04,10.6670,0.5800
im_0294_s90_a05,11.2686,0.6187
im_0294_s90_a06,13.9398,0.6767
im_0294_s95_a04,14.1075,0.6487
im_0294_s95_a05,12.2458,0.5932
im_0294_s95_a06,12.4957,0.6633
im_0295_s100_a04,15.2029,0.6546
im_0295_s100_a05,15.0647,0.6434
im_0295_s100_a06,14.1056,0.6861
im_0295_s80_a04,15.1101,0.6173
im_0295_s80_a05,13.6859,0.6801
im_0295_s80_a06,14.4922,0.6777
im_0295_s85_a04,14.7065,0.5996
im_0295_s85_a05,14.6811,0.6485
im_0295_s85_a06,12.3981,0.6035
im_0295_s90_a04,14.7854,0.6604
im_0295_s90_a05,12.8174,0.5937
im_0295_s90_a06,15.2234,0.5912
im_0295_s95_a04,14.4466,0.6555
im_0295_s95_a05,14.2049,0.6278
im_0295_s95_a06,14.7651,0.5870
im_0296_s100_a04,13.4812,0.6388
im_0296_s100_a05,15.4997,0.6562
im_0296_s100_a06,15.7538,0.6362
im_0296_s80_a04,16.3313,0.6154
im_0296_s80_a05,15.6681,0.5984
im_0296_s80_a06,17.0732,0.6454
im_0296_s85_a04,12.1352,0.5978
im_0296_s85_a05,14.3944,0.5093
im_0296_s85_a06,17.9110,0.7052
im_0296_s90_a04,11.3333,0.5390
im_0296_s90_a05,14.3189,0.5328
im_0296_s90_a06,14.4016,0.6108
im_0296_s95_a04,15.8715,0.5898
im_0296_s95_a05,16.9957,0.6581
im_0296_s95_a06,16.9858,0.5948
im_0297_s100_a04,11.5352,0.6253
im_0297_s100_a05,17.3810,0.6930
im_0297_s100_a06,18.1947,0.6823
im_0297_s80_a04,18.4839,0.6834
im_0297_s80_a05,18.9841,0.7591
im_0297_s80_a06,17.5574,0.6941
im_0297_s85_a04,13.0493,0.6450
im_0297_s85_a05,16.3209,0.6698
im_0297_s85_a06,14.2778,0.6592
im_0297_s90_a04,15.3893,0.6224
im_0297_s90_a05,13.1760,0.6023
im_0297_s90_a06,11.8730,0.5614
im_0297_s95_a04,18.0424,0.6830
im_0297_s95_a05,15.6651,0.6373
im_0297_s95_a06,13.2170,0.5930
im_0298_s100_a04,16.1196,0.5000
im_0298_s100_a05,13.8949,0.5298
im_0298_s100_a06,18.0857,0.6007
im_0298_s80_a04,20.2983,0.6851
im_0298_s80_a05,13.2450,0.4611
im_0298_s80_a06,18.8327,0.5797
im_0298_s85_a04,20.3632,0.7029
im_0298_s85_a05,10.7866,0.5120
im_0298_s85_a06,19.0387,0.6046
im_0298_s90_a04,12.5640,0.4116
im_0298_s90_a05,18.5033,0.5698
im_0298_s90_a06,19.7720,0.6320
im_0298_s95_a04,14.4285,0.4769
im_0298_s95_a05,15.0045,0.4577
im_0298_s95_a06,12.9308,0.4403
im_0299_s100_a04,12.4654,0.5668
im_0299_s100_a05,17.6066,0.6859
im_0299_s100_a06,18.4800,0.5902
im_0299_s80_a04,18.0410,0.5074
im_0299_s80_a05,17.8951,0.5586
im_0299_s80_a06,20.5289,0.6469
im_0299_s85_a04,19.0745,0.5788
im_0299_s85_a05,17.8504,0.6204
im_0299_s85_a06,19.6302,0.5681
im_0299_s90_a04,17.9274,0.4763
im_0299_s90_a05,18.2275,0.5475
im_0299_s90_a06,18.5375,0.6093
im_0299_s95_a04,14.7534,0.6078
im_0299_s95_a05,17.8468,0.6127
im_0299_s95_a06,20.4335,0.6821
im_0300_s100_a04,16.2213,0.6068
im_0300_s100_a05,11.8421,0.6031
im_0300_s100_a06,15.4782,0.5971
im_0300_s80_a04,15.1784,0.5440
im_0300_s80_a05,15.9488,0.5685
im_0300_s80_a06,10.0692,0.6258
im_0300_s85_a04,10.5927,0.6610
im_0300_s85_a05,12.5733,0.5929
im_0300_s85_a06,14.6866,0.5853
im_0300_s90_a04,10.4304,0.5038
im_0300_s90_a05,11.8269,0.6136
im_0300_s90_a06,9.9979,0.4848
im_0300_s95_a04,11.8712,0.6587
im_0300_s95_a05,16.3481,0.6911
im_0300_s95_a06,16.2047,0.6972
im_0301_s100_a04,18.6599,0.6715
im_0301_s100_a05,18.7261,0.7641
im_0301_s100_a06,16.0893,0.6855
im_0301_s80_a04,17.2515,0.6575
im_0301_s80_a05,17.2273,0.6490
im_0301_s80_a06,16.3730,0.6125
im_0301_s85_a04,19.1125,0.6020
im_0301_s85_a05,13.3381,0.5429
im_0301_s85_a06,13.4143,0.6315
im_0301_s90_a04,17.9284,0.6175
im_0301_s90_a05,14.6322,0.5843
im_0301_s90_a06,18.5836,0.5480
im_0301_s95_a04,15.9606,0.7002
im_0301_s95_a05,16.9031,0.5938
im_0301_s95_a06,13.5025,0.6262
im_0302_s100_a04,15.1683,0.4430
im_0302_s100_a05,16.7631,0.4287
im_0302_s100_a06,15.3222,0.4340
im_0302_s80_a04,13.8289,0.4776
im_0302_s80_a05,11.7787,0.4820
im_0302_s80_a06,8.9604,0.4061
im_0302_s85_a04,9.1322,0.3960
im_0302_s85_a05,13.9912,0.3901
im_0302_s85_a06,17.6571,0.4783
im_0302_s90_a04,14.8758,0.4066
im_0302_s90_a05,13.7120,0.4789
im_0302_s90_a06,17.5444,0.4099
im_0302_s95_a04,8.3872,0.3836
im_0302_s95_a05,13.9803,0.4617
im_0302_s95_a06,13.5372,0.4790
im_0303_s100_a04,16.4567,0.6470
im_0303_s100_a05,10.3153,0.4888
im_0303_s100_a06,10.6634,0.5815
im_0303_s80_a04,10.8096,0.4931
im_0303_s80_a05,13.6308,0.6110
im_0303_s80_a06,14.0151,0.6411
im_0303_s85_a04,15.2685,0.6685
im_0303_s85_a05,15.6205,0.6494
im_0303_s85_a06,17.1568,0.6657
im_0303_s90_a04,14.5575,0.6052
im_0303_s90_a05,18.7274,0.4981
im_0303_s90_a06,10.7712,0.5405
im_0303_s95_a04,18.4717,0.6144
im_0303_s95_a05,13.7053,0.5912
im_0303_s95_a06,16.9443,0.4999
im_0304_s100_a04,14.8787,0.5863
im_0304_s100_a05,14.7130,0.6004
im_0304_s100_a06,12.4742,0.5775
im_0304_s80_a04,9.4726,0.5418
im_0304_s80_a05,11.7134,0.5728
im_0304_s80_a06,11.2332,0.5838
im_0304_s85_a04,12.9318,0.6001
im_0304_s85_a05,12.0447,0.6287
im_0304_s85_a06,15.0399,0.6194
im_0304_s90_a04,13.2110,0.5348
im_0304_s90_a05,8.9634,0.4832
im_0304_s90_a06,13.1903,0.4450
im_0304_s95_a04,13.2403,0.5803
im_0304_s95_a05,13.6283,0.5472
im_0304_s95_a06,14.0024,0.6479
im_0305_s100_a04,19.0290,0.5659
im_0305_s100_a05,11.1164,0.4910
im_0305_s100_a06,18.7816,0.5836
im_0305_s80_a04,18.3678,0.4955
im_0305_s80_a05,11.8700,0.5336
im_0305_s80_a06,10.9496,0.5683
im_0305_s85_a04,18.5559,0.6655
im_0305_s85_a05,18.3707,0.6459
im_0305_s85_a06,18.3951,0.5875
im_0305_s90_a04,18.9562,0.6648
im_0305_s90_a05,11.9217,0.6031
im_0305_s90_a06,19.1499,0.5881
im_0305_s95_a04,10.6346,0.5690
im_0305_s95_a05,13.3192,0.6099
im_0305_s95_a06,18.5867,0.6742
im_0306_s100_a04,10.3891,0.5434
im_0306_s100_a05,12.1360,0.5218
im_0306_s100_a06,13.7475,0.6351
im_0306_s80_a04,15.1861,0.6328
im_0306_s80_a05,11.3204,0.5630
im_0306_s80_a06,15.3699,0.5577
im_0306_s85_a04,16.4610,0.6627
im_0306_s85_a05,13.8506,0.6511
im_0306_s85_a06,15.0618,0.6225
im_0306_s90_a04,14.7579,0.6149
im_0306_s90_a05,15.7072,0.5958
im_0306_s90_a06,10.3499,0.5166
im_0306_s95_a04,10.4381,0.4447
im_0306_s95_a05,15.1435,0.6406
im_0306_s95_a06,15.4655,0.6606
im_0307_s100_a04,16.9742,0.6290
im_0307_s100_a05,11.0130,0.5006
im_0307_s100_a06,18.3882,0.6744
im_0307_s80_a04,12.6147,0.5254
im_0307_s80_a05,10.0906,0.5068
im_0307_s80_a06,19.9354,0.6089
im_0307_s85_a04,18.9042,0.6680
im_0307_s85_a05,19.2248,0.6803
im_0307_s85_a06,19.1328,0.5878
im_0307_s90_a04,17.6728,0.5207
im_0307_s90_a05,14.9046,0.5346
im_0307_s90_a06,17.6463,0.5739
im_0307_s95_a04,19.7452,0.6892
im_0307_s95_a05,11.9580,0.4553
im_0307_s95_a06,18.3168,0.6554
im_0308_s100_a04,16.4259,0.6136
im_0308_s100_a05,10.9389,0.5323
im_0308_s100_a06,17.1542,0.6569
im_0308_s80_a04,14.7111,0.5732
im_0308_s80_a05,10.1564,0.4539
im_0308_s80_a06,11.9096,0.4806
im_0308_s85_a04,17.2370,0.6578
im_0308_s85_a05,12.4900,0.5631
im_0308_s85_a06,16.2006,0.5302
im_0308_s90_a04,11.0858,0.4871
im_0308_s90_a05,9.7785,0.4161
im_0308_s90_a06,9.9337,0.4584
im_0308_s95_a04,17.5510,0.6266
im_0308_s95_a05,12.5254,0.5970
im_0308_s95_a06,16.0642,0.6120
im_0309_s100_a04,15.0459,0.5984
im_0309_s100_a05,17.5026,0.7497
im_0309_s100_a06,16.2525,0.7480
im_0309_s80_a04,17.3548,0.6338
im_0309_s80_a05,16.9007,0.7601
im_0309_s80_a06,14.0201,0.6849
im_0309_s85_a04,15.9133,0.5862
im_0309_s85_a05,13.9774,0.6290
im_0309_s85_a06,16.6559,0.7676
im_0309_s90_a04,16.2049,0.6848
im_0309_s90_a05,15.0190,0.6627
im_0309_s90_a06,14.4874,0.6698
im_0309_s95_a04,16.6942,0.7201
im_0309_s95_a05,16.7789,0.6750
im_0309_s95_a06,16.7987,0.6801
im_0310_s100_a04,16.1102,0.6595
im_0310_s100_a05,15.4252,0.6227
im_0310_s100_a06,16.5029,0.6237
im_0310_s80_a04,15.4951,0.6102
im_0310_s80_a05,13.5935,0.6366
im_0310_s80_a06,13.2022,0.6379
im_0310_s85_a04,14.8245,0.6241
im_0310_s85_a05,15.5851,0.6272
im_0310_s85_a06,12.5813,0.5355
im_0310_s90_a04,13.3397,0.6122
im_0310_s90_a05,15.2621,0.5500
im_0310_s90_a06,15.6090,0.5829
im_0310_s95_a04,15.6806,0.6411
im_0310_s95_a05,15.9261,0.6686
im_0310_s95_a06,15.3693,0.6229
im_0311_s100_a04,19.2459,0.7174
im_0311_s100_a05,8.9949,0.4989
im_0311_s100_a06,9.2362,0.4471
im_0311_s80_a04,19.0572,0.6655
im_0311_s80_a05,19.7768,0.6822
im_0311_s80_a06,18.8064,0.5581
im_0311_s85_a04,18.0274,0.6952
im_0311_s85_a05,12.8011,0.5316
im_0311_s85_a06,13.2722,0.5942
im_0311_s90_a04,13.5583,0.4851
im_0311_s90_a05,17.1199,0.6790
im_0311_s90_a06,14.4399,0.5615
im_0311_s95_a04,18.1964,0.7050
im_0311_s95_a05,20.2465,0.7694
im_0311_s95_a06,19.5554,0.6642
im_0312_s100_a04,17.1073,0.6957
im_0312_s100_a05,17.3548,0.6162
im_0312_s100_a06,14.6201,0.6219
im_0312_s80_a04,18.2492,0.6620
im_0312_s80_a05,15.1530,0.6300
im_0312_s80_a06,15.0076,0.5864
im_0312_s85_a04,16.5977,0.6451
im_0312_s85_a05,16.8820,0.5401
im_0312_s85_a06,17.0858,0.6095
im_0312_s90_a04,14.3458,0.6544
im_0312_s90_a05,14.4846,0.6114
im_0312_s90_a06,15.5657,0.5891
im_0312_s95_a04,16.1319,0.6770
im_0312_s95_a05,18.1956,0.6865
im_0312_s95_a06,16.4928,0.7131
im_0313_s100_a04,13.0674,0.6192
im_0313_s100_a05,12.9468,0.6157
im_0313_s100_a06,11.2824,0.5504
im_0313_s80_a04,13.0745,0.6405
im_0313_s80_a05,9.9987,0.6027
im_0313_s80_a06,13.6975,0.6482
im_0313_s85_a04,11.6854,0.6703
im_0313_s85_a05,12.2085,0.6142
im_0313_s85_a06,13.6182,0.6490
im_0313_s90_a04,13.9153,0.6292
im_0313_s90_a05,12.8182,0.5733
im_0313_s90_a06,10.9420,0.5473
im_0313_s95_a04,12.6926,0.5525
im_0313_s95_a05,10.4607,0.5333
im_0313_s95_a06,11.1273,0.5802
im_0314_s100_a04,17.7628,0.6524
im_0314_s100_a05,21.2948,0.7185
im_0314_s100_a06,13.4366,0.5375
im_0314_s80_a04,12.9116,0.5043
im_0314_s80_a05,9.8594,0.5317
im_0314_s80_a06,14.7078,0.5502
im_0314_s85_a04,16.3227,0.5276
im_0314_s85_a05,14.7952,0.5338
im_0314_s85_a06,13.4072,0.6084
im_0314_s90_a04,13.4075,0.4493
im_0314_s90_a05,12.3625,0.5317
im_0314_s90_a06,14.0694,0.4865
im_0314_s95_a04,19.6560,0.6562
im_0314_s95_a05,12.9938,0.6045
im_0314_s95_a06,18.8232,0.5692
im_0315_s100_a04,17.0427,0.7012
im_0315_s100_a05,18.3051,0.6443
im_0315_s100_a06,16.0030,0.6269
im_0315_s80_a04,17.2097,0.6249
im_0315_s80_a05,16.1222,0.5494
im_0315_s80_a06,13.3156,0.5289
im_0315_s85_a04,13.0988,0.6573
im_0315_s85_a05,16.7204,0.6393
im_0315_s85_a06,16.2320,0.5331
im_0315_s90_a04,16.1177,0.6423
im_0315_s90_a05,16.3544,0.6378
im_0315_s90_a06,11.9941,0.4970
im_0315_s95_a04,14.8939,0.6140
im_0315_s95_a05,12.5157,0.5620
im_0315_s95_a06,18.1140,0.6488
im_0316_s100_a04,15.5253,0.5464
im_0316_s100_a05,11.0921,0.5734
im_0316_s100_a06,13.5295,0.6163
im_0316_s80_a04,12.2228,0.5276
im_0316_s80_a05,11.3618,0.6062
im_0316_s80_a06,14.4367,0.6491
im_0316_s85_a04,10.8979,0.6322
im_0316_s85_a05,15.2020,0.5866
im_0316_s85_a06,13.5388,0.7000
im_0316_s90_a04,16.1868,0.5807
im_0316_s90_a05,16.5497,0.5798
im_0316_s90_a06,15.3787,0.5758
im_0316_s95_a04,13.4193,0.6647
im_0316_s95_a05,12.1613,0.6208
im_0316_s95_a06,11.8421,0.6223
im_0317_s100_a04,12.2892,0.5536
im_0317_s100_a05,14.8681,0.6273
im_0317_s100_a06,11.7514,0.5306
im_0317_s80_a04,14.5824,0.5284
im_0317_s80_a05,14.1139,0.5136
im_0317_s80_a06,9.4165,0.4482
im_0317_s85_a04,14.6621,0.5954
im_0317_s85_a05,14.9494,0.6334
im_0317_s85_a06,14.9964,0.6030
im_0317_s90_a04,8.4182,0.4611
im_0317_s90_a05,14.7210,0.6101
im_0317_s90_a06,14.6063,0.5618
im_0317_s95_a04,13.9767,0.5896
im_0317_s95_a05,10.0821,0.4730
im_0317_s95_a06,12.4045,0.5493
im_0318_s100_a04,12.3474,0.5233
im_0318_s100_a05,19.0467,0.5086
im_0318_s100_a06,18.8839,0.6025
im_0318_s80_a04,17.5700,0.5349
im_0318_s80_a05,10.3235,0.4779
im_0318_s80_a06,18.8871,0.4585
im_0318_s85_a04,16.3327,0.5240
im_0318_s85_a05,10.1573,0.5050
im_0318_s85_a06,19.6332,0.5931
im_0318_s90_a04,19.6463,0.5884
im_0318_s90_a05,9.1262,0.4548
im_0318_s90_a06,19.1772,0.5059
im_0318_s95_a04,18.5176,0.6648
im_0318_s95_a05,18.1368,0.5198
im_0318_s95_a06,18.8651,0.4932
im_0319_s100_a04,17.9547,0.6222
im_0319_s100_a05,16.3812,0.5979
im_0319_s100_a06,17.4664,0.6307
im_0319_s80_a04,18.1033,0.6790
im_0319_s80_a05,17.2135,0.6729
im_0319_s80_a06,12.6791,0.6065
im_0319_s85_a04,18.1828,0.7212
im_0319_s85_a05,14.7961,0.6264
im_0319_s85_a06,16.5207,0.6440
im_0319_s90_a04,11.2725,0.5365
im_0319_s90_a05,18.1089,0.6671
im_0319_s90_a06,18.4736,0.6875
im_0319_s95_a04,18.6357,0.6864
im_0319_s95_a05,16.4042,0.6729
im_0319_s95_a06,10.9703,0.5553
im_0320_s100_a04,17.8360,0.5921
im_0320_s100_a05,18.3136,0.7139
im_0320_s100_a06,14.3946,0.5145
im_0320_s80_a04,17.0944,0.6498
im_0320_s80_a05,17.0177,0.6397
im_0320_s80_a06,11.7750,0.5154
im_0320_s85_a04,18.4751,0.6646
im_0320_s85_a05,12.6583,0.5635
im_0320_s85_a06,14.5483,0.5964
im_0320_s90_a04,15.5357,0.4805
im_0320_s90_a05,13.8721,0.5191
im_0320_s90_a06,17.1142,0.5405
im_0320_s95_a04,16.2374,0.5782
im_0320_s95_a05,16.8803,0.5321
im_0320_s95_a06,17.5442,0.5691
im_0321_s100_a04,9.2107,0.4861
im_0321_s100_a05,14.6429,0.5830
im_0321_s100_a06,11.8648,0.6157
im_0321_s80_a04,16.8194,0.6748
im_0321_s80_a05,18.7174,0.6801
im_0321_s80_a06,12.4174,0.6300
im_0321_s85_a04,16.4694,0.7210
im_0321_s85_a05,15.2753,0.6835
im_0321_s85_a06,11.0383,0.5496
im_0321_s90_a04,18.5861,0.6850
im_0321_s90_a05,16.9548,0.5799
im_0321_s90_a06,17.0624,0.5767
im_0321_s95_a04,9.6548,0.4592
im_0321_s95_a05,9.8873,0.4620
im_0321_s95_a06,9.1209,0.5204
im_0322_s100_a04,13.6459,0.5967
im_0322_s100_a05,17.6312,0.7174
im_0322_s100_a06,18.8415,0.7538
im_0322_s80_a04,11.4301,0.5698
im_0322_s80_a05,11.3294,0.5352
im_0322_s80_a06,14.0233,0.6323
im_0322_s85_a04,18.3144,0.7122
im_0322_s85_a05,18.4734,0.6946
im_0322_s85_a06,17.5064,0.6472
im_0322_s90_a04,12.0584,0.6419
im_0322_s90_a05,18.6403,0.7099
im_0322_s90_a06,13.4711,0.6329
im_0322_s95_a04,17.2928,0.6997
im_0322_s95_a05,18.3276,0.7241
im_0322_s95_a06,16.9101,0.6847
im_0323_s100_a04,14.5659,0.6970
im_0323_s100_a05,11.6413,0.5621
im_0323_s100_a06,12.3785,0.5820
im_0323_s80_a04,12.6255,0.5916
im_0323_s80_a05,13.0125,0.5663
im_0323_s80_a06,14.0668,0.6925
im_0323_s85_a04,12.3675,0.5736
im_0323_s85_a05,13.8361,0.6558
im_0323_s85_a06,15.2104,0.6496
im_0323_s90_a04,12.3325,0.5785
im_0323_s90_a05,11.1482,0.5626
im_0323_s90_a06,11.9819,0.4886
im_0323_s95_a04,14.0667,0.5641
im_0323_s95_a05,12.4474,0.5972
im_0323_s95_a06,12.6075,0.6053
im_0324_s100_a04,13.7403,0.5317
im_0324_s100_a05,16.1067,0.5450
im_0324_s100_a06,14.4494,0.5630
im_0324_s80_a04,18.3983,0.6585
im_0324_s80_a05,12.9277,0.5459
im_0324_s80_a06,15.1928,0.6062
im_0324_s85_a04,14.8096,0.5856
im_0324_s85_a05,18.3990,0.6856
im_0324_s85_a06,12.7004,0.5653
im_0324_s90_a04,13.2145,0.5635
im_0324_s90_a05,13.7286,0.5925
im_0324_s90_a06,18.7388,0.6867
im_0324_s95_a04,11.4173,0.4882
im_0324_s95_a05,16.6021,0.6243
im_0324_s95_a06,15.3230,0.6075
im_0325_s100_a04,10.3277,0.5367
im_0325_s100_a05,17.6250,0.5945
im_0325_s100_a06,18.7179,0.5916
im_0325_s80_a04,17.0091,0.5662
im_0325_s80_a05,17.5863,0.6482
im_0325_s80_a06,14.6708,0.4976
im_0325_s85_a04,16.9345,0.5782
im_0325_s85_a05,16.1511,0.5549
im_0325_s85_a06,17.9958,0.5995
im_0325_s90_a04,10.2923,0.5531
im_0325_s90_a05,17.6938,0.6474
im_0325_s90_a06,11.3247,0.5392
im_0325_s95_a04,18.6717,0.6060
im_0325_s95_a05,17.3246,0.6539
im_0325_s95_a06,15.1471,0.6017
im_0326_s100_a04,11.6369,0.5235
im_0326_s100_a05,10.0954,0.5399
im_0326_s100_a06,12.8148,0.4764
im_0326_s80_a04,13.6689,0.5950
im_0326_s80_a05,9.3113,0.4895
im_0326_s80_a06,16.3584,0.5139
im_0326_s85_a04,10.5062,0.5023
im_0326_s85_a05,15.6893,0.5096
im_0326_s85_a06,10.9991,0.6009
im_0326_s90_a04,13.2147,0.4814
im_0326_s90_a05,13.2494,0.6173
im_0326_s90_a06,13.5499,0.5278
im_0326_s95_a04,13.7734,0.5562
im_0326_s95_a05,15.0540,0.5911
im_0326_s95_a06,14.4753,0.5554
im_0327_s100_a04,12.5574,0.5412
im_0327_s100_a05,18.7941,0.6736
im_0327_s100_a06,18.4851,0.6811
im_0327_s80_a04,11.6193,0.4677
im_0327_s80_a05,17.4733,0.5458
im_0327_s80_a06,9.3169,0.4067
im_0327_s85_a04,12.0714,0.4643
im_0327_s85_a05,14.6118,0.5667
im_0327_s85_a06,16.4980,0.6552
im_0327_s90_a04,17.5162,0.5528
im_0327_s90_a05,17.9445,0.5192
im_0327_s90_a06,16.1266,0.6513
im_0327_s95_a04,17.2297,0.5717
im_0327_s95_a05,13.5750,0.5500
im_0327_s95_a06,14.4811,0.6199
im_0328_s100_a04,8.6310,0.3386
im_0328_s100_a05,13.4719,0.3146
im_0328_s100_a06,10.3512,0.3293
im_0328_s80_a04,8.0360,0.3097
im_0328_s80_a05,16.8496,0.5168
im_0328_s80_a06,10.0004,0.3594
im_0328_s85_a04,14.5636,0.4044
im_0328_s85_a05,9.0532,0.2954
im_0328_s85_a06,12.5749,0.3839
im_0328_s90_a04,14.2325,0.3299
im_0328_s90_a05,9.4301,0.3205
im_0328_s90_a06,14.2792,0.3544
im_0328_s95_a04,10.9370,0.3848
im_0328_s95_a05,12.5343,0.2819
im_0328_s95_a06,13.1535,0.3486
im_0329_s100_a04,18.6903,0.6045
im_0329_s100_a05,15.1146,0.5530
im_0329_s100_a06,17.6082,0.5681
im_0329_s80_a04,12.8624,0.5038
im_0329_s80_a05,10.4333,0.4008
im_0329_s80_a06,10.2219,0.4557
im_0329_s85_a04,13.5011,0.5075
im_0329_s85_a05,18.5591,0.5550
im_0329_s85_a06,13.3236,0.5253
im_0329_s90_a04,9.2855,0.3879
im_0329_s90_a05,10.2898,0.3878
im_0329_s90_a06,15.6333,0.5787
im_0329_s95_a04,13.9474,0.5170
im_0329_s95_a05,17.5479,0.5114
im_0329_s95_a06,15.7656,0.5980
im_0330_s100_a04,12.4139,0.4435
im_0330_s100_a05,17.0086,0.5877
im_0330_s100_a06,5.9033,0.3577
im_0330_s80_a04,14.2948,0.4319
im_0330_s80_a05,7.8001,0.4022
im_0330_s80_a06,6.0933,0.3294
im_0330_s85_a04,8.3312,0.4059
im_0330_s85_a05,9.1731,0.4634
im_0330_s85_a06,7.9758,0.3622
im_0330_s90_a04,16.8644,0.4576
im_0330_s90_a05,11.1769,0.3893
im_0330_s90_a06,6.4701,0.3455
im_0330_s95_a04,11.0648,0.4239
im_0330_s95_a05,17.2350,0.5853
im_0330_s95_a06,8.1904,0.4112
im_0331_s100_a04,18.1521,0.6752
im_0331_s100_a05,12.4770,0.4699
im_0331_s100_a06,14.1921,0.5638
im_0331_s80_a04,13.1651,0.4613
im_0331_s80_a05,15.9273,0.6005
im_0331_s80_a06,20.5505,0.6066
im_0331_s85_a04,15.9203,0.5983
im_0331_s85_a05,16.7699,0.5978
im_0331_s85_a06,15.3387,0.5078
im_0331_s90_a04,13.3064,0.4469
im_0331_s90_a05,14.6536,0.4614
im_0331_s90_a06,10.8003,0.4887
im_0331_s95_a04,11.6976,0.5287
im_0331_s95_a05,9.9131,0.4895
im_0331_s95_a06,14.7509,0.5121
im_0332_s100_a04,13.8165,0.5305
im_0332_s100_a05,15.5589,0.5321
im_0332_s100_a06,13.1179,0.5520
im_0332_s80_a04,16.1658,0.5007
im_0332_s80_a05,14.4196,0.4780
im_0332_s80_a06,9.4945,0.4718
im_0332_s85_a04,11.9112,0.5454
im_0332_s85_a05,10.0739,0.4746
im_0332_s85_a06,17.4107,0.5745
im_0332_s90_a04,16.6995,0.5009
im_0332_s90_a05,15.1624,0.4904
im_0332_s90_a06,16.7123,0.5345
im_0332_s95_a04,9.1541,0.4500
im_0332_s95_a05,18.2307,0.6282
im_0332_s95_a06,16.2082,0.5769
im_0333_s100_a04,16.2789,0.5883
im_0333_s100_a05,12.1027,0.5687
im_0333_s100_a06,18.1261,0.5975
im_0333_s80_a04,16.3329,0.6802
im_0333_s80_a05,17.5432,0.5851
im_0333_s80_a06,12.8112,0.5934
im_0333_s85_a04,17.2582,0.7347
im_0333_s85_a05,19.5825,0.6635
im_0333_s85_a06,15.8314,0.6703
im_0333_s90_a04,17.5121,0.6676
im_0333_s90_a05,17.6110,0.6596
im_0333_s90_a06,17.6800,0.6443
im_0333_s95_a04,19.6347,0.7546
im_0333_s95_a05,17.3396,0.6382
im_0333_s95_a06,16.5857,0.6167
im_0334_s100_a04,16.3222,0.5981
im_0334_s100_a05,16.6716,0.5575
im_0334_s100_a06,16.6410,0.5116
im_0334_s80_a04,16.8715,0.5512
im_0334_s80_a05,17.7462,0.5787
im_0334_s80_a06,13.5775,0.5780
im_0334_s85_a04,16.9427,0.4992
im_0334_s85_a05,18.0455,0.7054
im_0334_s85_a06,18.2400,0.6164
im_0334_s90_a04,18.1040,0.5334
im_0334_s90_a05,16.0233,0.5692
im_0334_s90_a06,15.3611,0.5198
im_0334_s95_a04,14.8551,0.5670
im_0334_s95_a05,15.2508,0.6253
im_0334_s95_a06,16.4648,0.4693
im_0335_s100_a04,14.0674,0.5235
im_0335_s100_a05,13.4978,0.4954
im_0335_s100_a06,8.8158,0.4759
im_0335_s80_a04,7.2901,0.3802
im_0335_s80_a05,7.6572,0.3834
im_0335_s80_a06,10.3197,0.4769
im_0335_s85_a04,15.1714,0.4595
im_0335_s85_a05,13.9590,0.4543
im_0335_s85_a06,9.5590,0.5132
im_0335_s90_a04,7.7455,0.4008
im_0335_s90_a05,10.5298,0.4492
im_0335_s90_a06,10.8954,0.5382
im_0335_s95_a04,7.5721,0.4729
im_0335_s95_a05,15.2209,0.4613
im_0335_s95_a06,12.6105,0.5581
im_0336_s100_a04,15.8875,0.6722
im_0336_s100_a05,14.5939,0.6165
im_0336_s100_a06,14.8955,0.7313
im_0336_s80_a04,15.6018,0.6287
im_0336_s80_a05,14.6902,0.6544
im_0336_s80_a06,13.3460,0.6397
im_0336_s85_a04,11.0512,0.5641
im_0336_s85_a05,13.9352,0.5880
im_0336_s85_a06,10.9123,0.5773
im_0336_s90_a04,15.2096,0.7108
im_0336_s90_a05,15.5921,0.7073
im_0336_s90_a06,12.2329,0.5246
im_0336_s95_a04,12.0285,0.5482
im_0336_s95_a05,14.7829,0.5949
im_0336_s95_a06,15.4679,0.5911
im_0337_s100_a04,14.7146,0.5866
im_0337_s100_a05,16.8822,0.5870
im_0337_s100_a06,15.4236,0.5616
im_0337_s80_a04,12.2546,0.4861
im_0337_s80_a05,13.9292,0.4764
im_0337_s80_a06,14.2300,0.4891
im_0337_s85_a04,14.7545,0.5583
im_0337_s85_a05,9.8307,0.4812
im_0337_s85_a06,14.5893,0.5780
im_0337_s90_a04,16.3549,0.5665
im_0337_s90_a05,15.1192,0.4861
im_0337_s90_a06,10.6169,0.4081
