# NDR-Restore GT-Rain Evaluation Results,,,
,,,
# Model Information,,,
Model,NDR-Restore,,
Test Dataset,GT-Rain,,
,,,
# Overall Metrics,,,
Total Images,2100,,
Average PSNR (dB),21.2411,,
Average SSIM,0.5948,,
,,,
# Per-Image Results,,,
Image Name,GT Name,PSNR (dB),SSIM
Oinari_0-0-Webcam-R-212.png,Oinari_0-0-Webcam-C-000.png,19.3613,0.5131
Oinari_0-0-Webcam-R-213.png,Oinari_0-0-Webcam-C-000.png,19.3695,0.5135
Oinari_0-0-Webcam-R-214.png,Oinari_0-0-Webcam-C-000.png,19.3695,0.5135
Oinari_0-0-Webcam-R-215.png,Oinari_0-0-Webcam-C-000.png,19.6072,0.4941
Oinari_0-0-Webcam-R-216.png,Oinari_0-0-Webcam-C-000.png,19.6072,0.4941
Oinari_0-0-Webcam-R-217.png,Oinari_0-0-Webcam-C-000.png,19.6072,0.4941
Oinari_0-0-Webcam-R-218.png,Oinari_0-0-Webcam-C-000.png,19.0349,0.4749
Oinari_0-0-Webcam-R-219.png,Oinari_0-0-Webcam-C-000.png,18.8938,0.4601
Oinari_0-0-Webcam-R-220.png,Oinari_0-0-Webcam-C-000.png,18.8938,0.4601
Oinari_0-0-Webcam-R-221.png,Oinari_0-0-Webcam-C-000.png,19.3542,0.5091
Oinari_0-0-Webcam-R-222.png,Oinari_0-0-Webcam-C-000.png,19.3683,0.51
Oinari_0-0-Webcam-R-223.png,Oinari_0-0-Webcam-C-000.png,19.3683,0.51
Oinari_0-0-Webcam-R-224.png,Oinari_0-0-Webcam-C-000.png,19.4821,0.5258
Oinari_0-0-Webcam-R-225.png,Oinari_0-0-Webcam-C-000.png,19.4821,0.5258
Oinari_0-0-Webcam-R-226.png,Oinari_0-0-Webcam-C-000.png,19.4821,0.5258
Oinari_0-0-Webcam-R-227.png,Oinari_0-0-Webcam-C-000.png,19.5571,0.5496
Oinari_0-0-Webcam-R-228.png,Oinari_0-0-Webcam-C-000.png,19.5571,0.5496
Oinari_0-0-Webcam-R-229.png,Oinari_0-0-Webcam-C-000.png,19.5571,0.5496
Oinari_0-0-Webcam-R-230.png,Oinari_0-0-Webcam-C-000.png,19.9089,0.5507
Oinari_0-0-Webcam-R-231.png,Oinari_0-0-Webcam-C-000.png,19.907,0.5509
Oinari_0-0-Webcam-R-232.png,Oinari_0-0-Webcam-C-000.png,19.907,0.5509
Oinari_0-0-Webcam-R-233.png,Oinari_0-0-Webcam-C-000.png,19.7672,0.5451
Oinari_0-0-Webcam-R-234.png,Oinari_0-0-Webcam-C-000.png,19.7672,0.5451
Oinari_0-0-Webcam-R-235.png,Oinari_0-0-Webcam-C-000.png,19.7672,0.5451
Oinari_0-0-Webcam-R-236.png,Oinari_0-0-Webcam-C-000.png,19.8483,0.5396
Oinari_0-0-Webcam-R-237.png,Oinari_0-0-Webcam-C-000.png,19.8483,0.5396
Oinari_0-0-Webcam-R-238.png,Oinari_0-0-Webcam-C-000.png,19.8483,0.5396
Oinari_0-0-Webcam-R-239.png,Oinari_0-0-Webcam-C-000.png,20.016,0.5646
Oinari_0-0-Webcam-R-240.png,Oinari_0-0-Webcam-C-000.png,20.0243,0.567
Oinari_0-0-Webcam-R-241.png,Oinari_0-0-Webcam-C-000.png,20.0243,0.567
Oinari_0-0-Webcam-R-242.png,Oinari_0-0-Webcam-C-000.png,20.181,0.5817
Oinari_0-0-Webcam-R-243.png,Oinari_0-0-Webcam-C-000.png,20.1799,0.5818
Oinari_0-0-Webcam-R-244.png,Oinari_0-0-Webcam-C-000.png,20.1799,0.5818
Oinari_0-0-Webcam-R-245.png,Oinari_0-0-Webcam-C-000.png,20.3295,0.5908
Oinari_0-0-Webcam-R-246.png,Oinari_0-0-Webcam-C-000.png,20.3295,0.5908
Oinari_0-0-Webcam-R-247.png,Oinari_0-0-Webcam-C-000.png,20.3295,0.5908
Oinari_0-0-Webcam-R-248.png,Oinari_0-0-Webcam-C-000.png,20.072,0.5337
Oinari_0-0-Webcam-R-249.png,Oinari_0-0-Webcam-C-000.png,20.0831,0.5282
Oinari_0-0-Webcam-R-250.png,Oinari_0-0-Webcam-C-000.png,20.0831,0.5282
Oinari_0-0-Webcam-R-251.png,Oinari_0-0-Webcam-C-000.png,20.081,0.5569
Oinari_0-0-Webcam-R-252.png,Oinari_0-0-Webcam-C-000.png,20.081,0.5569
Oinari_0-0-Webcam-R-253.png,Oinari_0-0-Webcam-C-000.png,20.081,0.5569
Oinari_0-0-Webcam-R-254.png,Oinari_0-0-Webcam-C-000.png,20.008,0.5506
Oinari_0-0-Webcam-R-255.png,Oinari_0-0-Webcam-C-000.png,20.008,0.5506
Oinari_0-0-Webcam-R-256.png,Oinari_0-0-Webcam-C-000.png,20.008,0.5506
Oinari_0-0-Webcam-R-257.png,Oinari_0-0-Webcam-C-000.png,19.3476,0.505
Oinari_0-0-Webcam-R-258.png,Oinari_0-0-Webcam-C-000.png,19.3476,0.505
Oinari_0-0-Webcam-R-259.png,Oinari_0-0-Webcam-C-000.png,19.3476,0.505
Oinari_0-0-Webcam-R-260.png,Oinari_0-0-Webcam-C-000.png,19.5396,0.5099
Oinari_0-0-Webcam-R-261.png,Oinari_0-0-Webcam-C-000.png,19.5399,0.5102
Oinari_0-0-Webcam-R-262.png,Oinari_0-0-Webcam-C-000.png,19.5399,0.5102
Oinari_0-0-Webcam-R-263.png,Oinari_0-0-Webcam-C-000.png,19.4038,0.494
Oinari_0-0-Webcam-R-264.png,Oinari_0-0-Webcam-C-000.png,19.4038,0.494
Oinari_0-0-Webcam-R-265.png,Oinari_0-0-Webcam-C-000.png,19.4038,0.494
Oinari_0-0-Webcam-R-266.png,Oinari_0-0-Webcam-C-000.png,19.5189,0.5401
Oinari_0-0-Webcam-R-267.png,Oinari_0-0-Webcam-C-000.png,19.5189,0.5401
Oinari_0-0-Webcam-R-268.png,Oinari_0-0-Webcam-C-000.png,19.5189,0.5401
Oinari_0-0-Webcam-R-269.png,Oinari_0-0-Webcam-C-000.png,19.2656,0.5212
Oinari_0-0-Webcam-R-270.png,Oinari_0-0-Webcam-C-000.png,19.2656,0.5212
Oinari_0-0-Webcam-R-271.png,Oinari_0-0-Webcam-C-000.png,19.2656,0.5212
Oinari_0-0-Webcam-R-272.png,Oinari_0-0-Webcam-C-000.png,19.0187,0.5013
Oinari_0-0-Webcam-R-273.png,Oinari_0-0-Webcam-C-000.png,19.0187,0.5013
Oinari_0-0-Webcam-R-274.png,Oinari_0-0-Webcam-C-000.png,19.0187,0.5013
Oinari_0-0-Webcam-R-275.png,Oinari_0-0-Webcam-C-000.png,18.9085,0.5083
Oinari_0-0-Webcam-R-276.png,Oinari_0-0-Webcam-C-000.png,18.9108,0.5092
Oinari_0-0-Webcam-R-277.png,Oinari_0-0-Webcam-C-000.png,18.9108,0.5092
Oinari_0-0-Webcam-R-278.png,Oinari_0-0-Webcam-C-000.png,18.9244,0.4586
Oinari_0-0-Webcam-R-279.png,Oinari_0-0-Webcam-C-000.png,18.8312,0.4479
Oinari_0-0-Webcam-R-280.png,Oinari_0-0-Webcam-C-000.png,18.8312,0.4479
Oinari_0-0-Webcam-R-281.png,Oinari_0-0-Webcam-C-000.png,18.8757,0.486
Oinari_0-0-Webcam-R-282.png,Oinari_0-0-Webcam-C-000.png,18.8757,0.486
Oinari_0-0-Webcam-R-283.png,Oinari_0-0-Webcam-C-000.png,18.8757,0.486
Oinari_0-0-Webcam-R-284.png,Oinari_0-0-Webcam-C-000.png,19.2377,0.5011
Oinari_0-0-Webcam-R-285.png,Oinari_0-0-Webcam-C-000.png,19.2377,0.5011
Oinari_0-0-Webcam-R-286.png,Oinari_0-0-Webcam-C-000.png,19.2377,0.5011
Oinari_0-0-Webcam-R-287.png,Oinari_0-0-Webcam-C-000.png,19.3665,0.5243
Oinari_0-0-Webcam-R-288.png,Oinari_0-0-Webcam-C-000.png,19.3618,0.5223
Oinari_0-0-Webcam-R-289.png,Oinari_0-0-Webcam-C-000.png,19.3618,0.5223
Oinari_0-0-Webcam-R-290.png,Oinari_0-0-Webcam-C-000.png,18.9065,0.4751
Oinari_0-0-Webcam-R-291.png,Oinari_0-0-Webcam-C-000.png,18.9065,0.4751
Oinari_0-0-Webcam-R-292.png,Oinari_0-0-Webcam-C-000.png,18.9065,0.4751
Oinari_0-0-Webcam-R-293.png,Oinari_0-0-Webcam-C-000.png,19.3842,0.5105
Oinari_0-0-Webcam-R-294.png,Oinari_0-0-Webcam-C-000.png,19.3842,0.5105
Oinari_0-0-Webcam-R-295.png,Oinari_0-0-Webcam-C-000.png,19.3842,0.5105
Oinari_0-0-Webcam-R-296.png,Oinari_0-0-Webcam-C-000.png,18.4501,0.4683
Oinari_0-0-Webcam-R-297.png,Oinari_0-0-Webcam-C-000.png,18.4501,0.4683
Oinari_0-0-Webcam-R-298.png,Oinari_0-0-Webcam-C-000.png,18.4501,0.4683
Oinari_0-0-Webcam-R-299.png,Oinari_0-0-Webcam-C-000.png,19.357,0.4969
Oinari_1-1-Webcam-R-000.png,Oinari_1-1-Webcam-C-000.png,16.8615,0.5089
Oinari_1-1-Webcam-R-001.png,Oinari_1-1-Webcam-C-000.png,16.7405,0.5138
Oinari_1-1-Webcam-R-002.png,Oinari_1-1-Webcam-C-000.png,16.7532,0.515
Oinari_1-1-Webcam-R-003.png,Oinari_1-1-Webcam-C-000.png,16.7534,0.515
Oinari_1-1-Webcam-R-004.png,Oinari_1-1-Webcam-C-000.png,16.7032,0.5151
Oinari_1-1-Webcam-R-005.png,Oinari_1-1-Webcam-C-000.png,16.7015,0.5159
Oinari_1-1-Webcam-R-006.png,Oinari_1-1-Webcam-C-000.png,16.7017,0.5159
Oinari_1-1-Webcam-R-007.png,Oinari_1-1-Webcam-C-000.png,16.6511,0.5119
Oinari_1-1-Webcam-R-008.png,Oinari_1-1-Webcam-C-000.png,16.6543,0.5125
Oinari_1-1-Webcam-R-009.png,Oinari_1-1-Webcam-C-000.png,16.66,0.5124
Oinari_1-1-Webcam-R-010.png,Oinari_1-1-Webcam-C-000.png,17.0248,0.5239
Oinari_1-1-Webcam-R-011.png,Oinari_1-1-Webcam-C-000.png,17.0318,0.5247
Oinari_1-1-Webcam-R-012.png,Oinari_1-1-Webcam-C-000.png,17.0318,0.5247
Oinari_1-1-Webcam-R-013.png,Oinari_1-1-Webcam-C-000.png,16.8596,0.5294
Oinari_1-1-Webcam-R-014.png,Oinari_1-1-Webcam-C-000.png,16.8615,0.5298
Oinari_1-1-Webcam-R-015.png,Oinari_1-1-Webcam-C-000.png,16.8527,0.5298
Oinari_1-1-Webcam-R-016.png,Oinari_1-1-Webcam-C-000.png,16.8356,0.5264
Oinari_1-1-Webcam-R-017.png,Oinari_1-1-Webcam-C-000.png,16.8349,0.5264
Oinari_1-1-Webcam-R-018.png,Oinari_1-1-Webcam-C-000.png,16.8349,0.5264
Oinari_1-1-Webcam-R-019.png,Oinari_1-1-Webcam-C-000.png,17.1125,0.5354
Oinari_1-1-Webcam-R-020.png,Oinari_1-1-Webcam-C-000.png,17.1165,0.5352
Oinari_1-1-Webcam-R-021.png,Oinari_1-1-Webcam-C-000.png,17.1165,0.5352
Oinari_1-1-Webcam-R-022.png,Oinari_1-1-Webcam-C-000.png,17.3553,0.5391
Oinari_1-1-Webcam-R-023.png,Oinari_1-1-Webcam-C-000.png,17.3588,0.5392
Oinari_1-1-Webcam-R-024.png,Oinari_1-1-Webcam-C-000.png,17.3588,0.5392
Oinari_1-1-Webcam-R-025.png,Oinari_1-1-Webcam-C-000.png,16.6796,0.4751
Oinari_1-1-Webcam-R-026.png,Oinari_1-1-Webcam-C-000.png,16.6728,0.4739
Oinari_1-1-Webcam-R-027.png,Oinari_1-1-Webcam-C-000.png,16.6749,0.4738
Oinari_1-1-Webcam-R-028.png,Oinari_1-1-Webcam-C-000.png,16.8328,0.4969
Oinari_1-1-Webcam-R-029.png,Oinari_1-1-Webcam-C-000.png,16.8708,0.4982
Oinari_1-1-Webcam-R-030.png,Oinari_1-1-Webcam-C-000.png,16.8732,0.4982
Oinari_1-1-Webcam-R-031.png,Oinari_1-1-Webcam-C-000.png,16.7557,0.5033
Oinari_1-1-Webcam-R-032.png,Oinari_1-1-Webcam-C-000.png,16.7589,0.5041
Oinari_1-1-Webcam-R-033.png,Oinari_1-1-Webcam-C-000.png,16.7589,0.504
Oinari_1-1-Webcam-R-034.png,Oinari_1-1-Webcam-C-000.png,16.9696,0.5188
Oinari_1-1-Webcam-R-035.png,Oinari_1-1-Webcam-C-000.png,16.9983,0.5205
Oinari_1-1-Webcam-R-036.png,Oinari_1-1-Webcam-C-000.png,16.9955,0.5204
Oinari_1-1-Webcam-R-037.png,Oinari_1-1-Webcam-C-000.png,16.6645,0.5091
Oinari_1-1-Webcam-R-038.png,Oinari_1-1-Webcam-C-000.png,16.6751,0.5098
Oinari_1-1-Webcam-R-039.png,Oinari_1-1-Webcam-C-000.png,16.6767,0.5098
Oinari_1-1-Webcam-R-040.png,Oinari_1-1-Webcam-C-000.png,16.5954,0.4979
Oinari_1-1-Webcam-R-041.png,Oinari_1-1-Webcam-C-000.png,16.6081,0.4987
Oinari_1-1-Webcam-R-042.png,Oinari_1-1-Webcam-C-000.png,16.608,0.4987
Oinari_1-1-Webcam-R-043.png,Oinari_1-1-Webcam-C-000.png,16.5259,0.5017
Oinari_1-1-Webcam-R-044.png,Oinari_1-1-Webcam-C-000.png,16.53,0.5018
Oinari_1-1-Webcam-R-045.png,Oinari_1-1-Webcam-C-000.png,16.5293,0.5018
Oinari_1-1-Webcam-R-046.png,Oinari_1-1-Webcam-C-000.png,16.6293,0.505
Oinari_1-1-Webcam-R-047.png,Oinari_1-1-Webcam-C-000.png,16.6345,0.5053
Oinari_1-1-Webcam-R-048.png,Oinari_1-1-Webcam-C-000.png,16.6345,0.5053
Oinari_1-1-Webcam-R-049.png,Oinari_1-1-Webcam-C-000.png,16.4645,0.4936
Oinari_1-1-Webcam-R-050.png,Oinari_1-1-Webcam-C-000.png,16.465,0.4937
Oinari_1-1-Webcam-R-051.png,Oinari_1-1-Webcam-C-000.png,16.465,0.4937
Oinari_1-1-Webcam-R-052.png,Oinari_1-1-Webcam-C-000.png,16.2551,0.4863
Oinari_1-1-Webcam-R-053.png,Oinari_1-1-Webcam-C-000.png,16.2551,0.4866
Oinari_1-1-Webcam-R-054.png,Oinari_1-1-Webcam-C-000.png,16.2551,0.4866
Oinari_1-1-Webcam-R-055.png,Oinari_1-1-Webcam-C-000.png,16.3622,0.4573
Oinari_1-1-Webcam-R-056.png,Oinari_1-1-Webcam-C-000.png,16.3666,0.457
Oinari_1-1-Webcam-R-057.png,Oinari_1-1-Webcam-C-000.png,16.3677,0.4589
Oinari_1-1-Webcam-R-058.png,Oinari_1-1-Webcam-C-000.png,16.2601,0.4722
Oinari_1-1-Webcam-R-059.png,Oinari_1-1-Webcam-C-000.png,16.2676,0.4736
Oinari_1-1-Webcam-R-060.png,Oinari_1-1-Webcam-C-000.png,16.2676,0.4736
Oinari_1-1-Webcam-R-061.png,Oinari_1-1-Webcam-C-000.png,16.4747,0.4843
Oinari_1-1-Webcam-R-062.png,Oinari_1-1-Webcam-C-000.png,16.4835,0.4853
Oinari_1-1-Webcam-R-063.png,Oinari_1-1-Webcam-C-000.png,16.4835,0.4853
Oinari_1-1-Webcam-R-064.png,Oinari_1-1-Webcam-C-000.png,16.8754,0.5057
Oinari_1-1-Webcam-R-065.png,Oinari_1-1-Webcam-C-000.png,16.8424,0.5065
Oinari_1-1-Webcam-R-066.png,Oinari_1-1-Webcam-C-000.png,16.8424,0.5065
Oinari_1-1-Webcam-R-067.png,Oinari_1-1-Webcam-C-000.png,16.6072,0.5074
Oinari_1-1-Webcam-R-068.png,Oinari_1-1-Webcam-C-000.png,16.6307,0.5079
Oinari_1-1-Webcam-R-069.png,Oinari_1-1-Webcam-C-000.png,16.6307,0.5079
Oinari_1-1-Webcam-R-070.png,Oinari_1-1-Webcam-C-000.png,16.6578,0.5094
Oinari_1-1-Webcam-R-071.png,Oinari_1-1-Webcam-C-000.png,16.6999,0.5103
Oinari_1-1-Webcam-R-072.png,Oinari_1-1-Webcam-C-000.png,16.6999,0.5103
Oinari_1-1-Webcam-R-073.png,Oinari_1-1-Webcam-C-000.png,16.5581,0.5015
Oinari_1-1-Webcam-R-074.png,Oinari_1-1-Webcam-C-000.png,16.5409,0.5018
Oinari_1-1-Webcam-R-075.png,Oinari_1-1-Webcam-C-000.png,16.5409,0.5018
Oinari_1-1-Webcam-R-076.png,Oinari_1-1-Webcam-C-000.png,16.494,0.4957
Oinari_1-1-Webcam-R-077.png,Oinari_1-1-Webcam-C-000.png,16.4903,0.4959
Oinari_1-1-Webcam-R-078.png,Oinari_1-1-Webcam-C-000.png,16.4903,0.4959
Oinari_1-1-Webcam-R-079.png,Oinari_1-1-Webcam-C-000.png,16.7629,0.5017
Oinari_1-1-Webcam-R-080.png,Oinari_1-1-Webcam-C-000.png,16.7712,0.5023
Oinari_1-1-Webcam-R-081.png,Oinari_1-1-Webcam-C-000.png,16.7712,0.5023
Oinari_1-1-Webcam-R-082.png,Oinari_1-1-Webcam-C-000.png,16.4924,0.4893
Oinari_1-1-Webcam-R-083.png,Oinari_1-1-Webcam-C-000.png,16.5027,0.4897
Oinari_1-1-Webcam-R-084.png,Oinari_1-1-Webcam-C-000.png,16.5027,0.4897
Oinari_1-1-Webcam-R-085.png,Oinari_1-1-Webcam-C-000.png,16.1921,0.4242
Oinari_1-1-Webcam-R-086.png,Oinari_1-1-Webcam-C-000.png,16.1926,0.4237
Oinari_1-1-Webcam-R-087.png,Oinari_1-1-Webcam-C-000.png,16.1973,0.4247
Oinari_1-1-Webcam-R-088.png,Oinari_1-1-Webcam-C-000.png,16.106,0.4307
Oinari_1-1-Webcam-R-089.png,Oinari_1-1-Webcam-C-000.png,16.1114,0.4318
Oinari_1-1-Webcam-R-090.png,Oinari_1-1-Webcam-C-000.png,16.1114,0.4318
Oinari_1-1-Webcam-R-091.png,Oinari_1-1-Webcam-C-000.png,16.2031,0.4477
Oinari_1-1-Webcam-R-092.png,Oinari_1-1-Webcam-C-000.png,16.2126,0.4489
Oinari_1-1-Webcam-R-093.png,Oinari_1-1-Webcam-C-000.png,16.2126,0.4489
Oinari_1-1-Webcam-R-094.png,Oinari_1-1-Webcam-C-000.png,16.5138,0.466
Oinari_1-1-Webcam-R-095.png,Oinari_1-1-Webcam-C-000.png,16.4087,0.4648
Oinari_1-1-Webcam-R-096.png,Oinari_1-1-Webcam-C-000.png,16.4086,0.4648
Oinari_1-1-Webcam-R-097.png,Oinari_1-1-Webcam-C-000.png,16.2731,0.4598
Oinari_1-1-Webcam-R-098.png,Oinari_1-1-Webcam-C-000.png,16.2698,0.4599
Oinari_1-1-Webcam-R-099.png,Oinari_1-1-Webcam-C-000.png,16.2728,0.4601
Oinari_1-1-Webcam-R-100.png,Oinari_1-1-Webcam-C-000.png,16.2083,0.4569
Oinari_1-1-Webcam-R-101.png,Oinari_1-1-Webcam-C-000.png,16.21,0.457
Oinari_1-1-Webcam-R-102.png,Oinari_1-1-Webcam-C-000.png,16.21,0.457
Oinari_1-1-Webcam-R-103.png,Oinari_1-1-Webcam-C-000.png,16.1822,0.4525
Oinari_1-1-Webcam-R-104.png,Oinari_1-1-Webcam-C-000.png,16.1828,0.4526
Oinari_1-1-Webcam-R-105.png,Oinari_1-1-Webcam-C-000.png,16.1828,0.4526
Oinari_1-1-Webcam-R-106.png,Oinari_1-1-Webcam-C-000.png,16.2724,0.4663
Oinari_1-1-Webcam-R-107.png,Oinari_1-1-Webcam-C-000.png,16.272,0.4666
Oinari_1-1-Webcam-R-108.png,Oinari_1-1-Webcam-C-000.png,16.2703,0.4665
Oinari_1-1-Webcam-R-109.png,Oinari_1-1-Webcam-C-000.png,16.1719,0.4566
Oinari_1-1-Webcam-R-110.png,Oinari_1-1-Webcam-C-000.png,16.1702,0.4567
Oinari_1-1-Webcam-R-111.png,Oinari_1-1-Webcam-C-000.png,16.1702,0.4567
Oinari_1-1-Webcam-R-112.png,Oinari_1-1-Webcam-C-000.png,16.322,0.4587
Oinari_1-1-Webcam-R-113.png,Oinari_1-1-Webcam-C-000.png,16.3337,0.4591
Oinari_1-1-Webcam-R-114.png,Oinari_1-1-Webcam-C-000.png,16.3337,0.4591
Oinari_1-1-Webcam-R-115.png,Oinari_1-1-Webcam-C-000.png,16.0507,0.4107
Oinari_1-1-Webcam-R-116.png,Oinari_1-1-Webcam-C-000.png,16.051,0.4102
Oinari_1-1-Webcam-R-117.png,Oinari_1-1-Webcam-C-000.png,16.054,0.4103
Oinari_1-1-Webcam-R-118.png,Oinari_1-1-Webcam-C-000.png,16.1586,0.4265
Oinari_1-1-Webcam-R-119.png,Oinari_1-1-Webcam-C-000.png,16.1585,0.4271
Oinari_1-1-Webcam-R-120.png,Oinari_1-1-Webcam-C-000.png,16.1585,0.4271
Oinari_1-1-Webcam-R-121.png,Oinari_1-1-Webcam-C-000.png,16.4145,0.4459
Oinari_1-1-Webcam-R-122.png,Oinari_1-1-Webcam-C-000.png,16.4511,0.448
Oinari_1-1-Webcam-R-123.png,Oinari_1-1-Webcam-C-000.png,16.474,0.4485
Oinari_1-1-Webcam-R-124.png,Oinari_1-1-Webcam-C-000.png,16.2618,0.4561
Oinari_1-1-Webcam-R-125.png,Oinari_1-1-Webcam-C-000.png,16.2614,0.4571
Oinari_1-1-Webcam-R-126.png,Oinari_1-1-Webcam-C-000.png,16.2614,0.4571
Oinari_1-1-Webcam-R-127.png,Oinari_1-1-Webcam-C-000.png,16.2732,0.4609
Oinari_1-1-Webcam-R-128.png,Oinari_1-1-Webcam-C-000.png,16.2813,0.4613
Oinari_1-1-Webcam-R-129.png,Oinari_1-1-Webcam-C-000.png,16.2813,0.4613
Oinari_1-1-Webcam-R-130.png,Oinari_1-1-Webcam-C-000.png,16.182,0.4619
Oinari_1-1-Webcam-R-131.png,Oinari_1-1-Webcam-C-000.png,16.1848,0.4621
Oinari_1-1-Webcam-R-132.png,Oinari_1-1-Webcam-C-000.png,16.1848,0.4621
Oinari_1-1-Webcam-R-133.png,Oinari_1-1-Webcam-C-000.png,16.7742,0.4748
Oinari_1-1-Webcam-R-134.png,Oinari_1-1-Webcam-C-000.png,16.7697,0.4751
Oinari_1-1-Webcam-R-135.png,Oinari_1-1-Webcam-C-000.png,16.7697,0.4751
Oinari_1-1-Webcam-R-136.png,Oinari_1-1-Webcam-C-000.png,16.7113,0.4796
Oinari_1-1-Webcam-R-137.png,Oinari_1-1-Webcam-C-000.png,16.7262,0.4798
Oinari_1-1-Webcam-R-138.png,Oinari_1-1-Webcam-C-000.png,16.7262,0.4798
Oinari_1-1-Webcam-R-139.png,Oinari_1-1-Webcam-C-000.png,16.4766,0.4754
Oinari_1-1-Webcam-R-140.png,Oinari_1-1-Webcam-C-000.png,16.4866,0.4757
Oinari_1-1-Webcam-R-141.png,Oinari_1-1-Webcam-C-000.png,16.4866,0.4757
Oinari_1-1-Webcam-R-142.png,Oinari_1-1-Webcam-C-000.png,16.8046,0.4803
Oinari_1-1-Webcam-R-143.png,Oinari_1-1-Webcam-C-000.png,16.8116,0.4805
Oinari_1-1-Webcam-R-144.png,Oinari_1-1-Webcam-C-000.png,16.8116,0.4805
Oinari_1-1-Webcam-R-145.png,Oinari_1-1-Webcam-C-000.png,15.9301,0.4089
Oinari_1-1-Webcam-R-146.png,Oinari_1-1-Webcam-C-000.png,15.9333,0.4094
Oinari_1-1-Webcam-R-147.png,Oinari_1-1-Webcam-C-000.png,15.9522,0.4104
Oinari_1-1-Webcam-R-148.png,Oinari_1-1-Webcam-C-000.png,16.4162,0.4406
Oinari_1-1-Webcam-R-149.png,Oinari_1-1-Webcam-C-000.png,16.421,0.4429
Oinari_1-1-Webcam-R-150.png,Oinari_1-1-Webcam-C-000.png,16.4523,0.4527
Oinari_1-1-Webcam-R-151.png,Oinari_1-1-Webcam-C-000.png,16.6087,0.4746
Oinari_1-1-Webcam-R-152.png,Oinari_1-1-Webcam-C-000.png,16.6246,0.4774
Oinari_1-1-Webcam-R-153.png,Oinari_1-1-Webcam-C-000.png,16.6371,0.4796
Oinari_1-1-Webcam-R-154.png,Oinari_1-1-Webcam-C-000.png,16.8536,0.4786
Oinari_1-1-Webcam-R-155.png,Oinari_1-1-Webcam-C-000.png,16.9469,0.4802
Oinari_1-1-Webcam-R-156.png,Oinari_1-1-Webcam-C-000.png,16.7064,0.4794
Oinari_1-1-Webcam-R-157.png,Oinari_1-1-Webcam-C-000.png,17.2936,0.4934
Oinari_1-1-Webcam-R-158.png,Oinari_1-1-Webcam-C-000.png,17.2837,0.4936
Oinari_1-1-Webcam-R-159.png,Oinari_1-1-Webcam-C-000.png,17.1936,0.4939
Oinari_1-1-Webcam-R-160.png,Oinari_1-1-Webcam-C-000.png,16.637,0.4868
Oinari_1-1-Webcam-R-161.png,Oinari_1-1-Webcam-C-000.png,16.642,0.4876
Oinari_1-1-Webcam-R-162.png,Oinari_1-1-Webcam-C-000.png,16.6886,0.4899
Oinari_1-1-Webcam-R-163.png,Oinari_1-1-Webcam-C-000.png,16.5328,0.4898
Oinari_1-1-Webcam-R-164.png,Oinari_1-1-Webcam-C-000.png,16.5581,0.4905
Oinari_1-1-Webcam-R-165.png,Oinari_1-1-Webcam-C-000.png,16.5581,0.4905
Oinari_1-1-Webcam-R-166.png,Oinari_1-1-Webcam-C-000.png,17.1818,0.4996
Oinari_1-1-Webcam-R-167.png,Oinari_1-1-Webcam-C-000.png,17.177,0.4997
Oinari_1-1-Webcam-R-168.png,Oinari_1-1-Webcam-C-000.png,17.177,0.4997
Oinari_1-1-Webcam-R-169.png,Oinari_1-1-Webcam-C-000.png,16.8539,0.4945
Oinari_1-1-Webcam-R-170.png,Oinari_1-1-Webcam-C-000.png,16.8431,0.4944
Oinari_1-1-Webcam-R-171.png,Oinari_1-1-Webcam-C-000.png,16.8435,0.4945
Oinari_1-1-Webcam-R-172.png,Oinari_1-1-Webcam-C-000.png,17.0494,0.4952
Oinari_1-1-Webcam-R-173.png,Oinari_1-1-Webcam-C-000.png,17.0494,0.4952
Oinari_1-1-Webcam-R-174.png,Oinari_1-1-Webcam-C-000.png,17.0494,0.4952
Oinari_1-1-Webcam-R-175.png,Oinari_1-1-Webcam-C-000.png,16.1956,0.429
Oinari_1-1-Webcam-R-176.png,Oinari_1-1-Webcam-C-000.png,16.1944,0.4288
Oinari_1-1-Webcam-R-177.png,Oinari_1-1-Webcam-C-000.png,16.1944,0.4288
Oinari_1-1-Webcam-R-178.png,Oinari_1-1-Webcam-C-000.png,16.5455,0.4646
Oinari_1-1-Webcam-R-179.png,Oinari_1-1-Webcam-C-000.png,16.5446,0.4646
Oinari_1-1-Webcam-R-180.png,Oinari_1-1-Webcam-C-000.png,16.5446,0.4646
Oinari_1-1-Webcam-R-181.png,Oinari_1-1-Webcam-C-000.png,16.6777,0.4778
Oinari_1-1-Webcam-R-182.png,Oinari_1-1-Webcam-C-000.png,16.6777,0.4778
Oinari_1-1-Webcam-R-183.png,Oinari_1-1-Webcam-C-000.png,16.6777,0.4778
Oinari_1-1-Webcam-R-184.png,Oinari_1-1-Webcam-C-000.png,16.6047,0.4866
Oinari_1-1-Webcam-R-185.png,Oinari_1-1-Webcam-C-000.png,16.6057,0.4866
Oinari_1-1-Webcam-R-186.png,Oinari_1-1-Webcam-C-000.png,16.6057,0.4866
Oinari_1-1-Webcam-R-187.png,Oinari_1-1-Webcam-C-000.png,16.6839,0.4954
Oinari_1-1-Webcam-R-188.png,Oinari_1-1-Webcam-C-000.png,16.6846,0.4954
