# NDR-Restore Outdoor-Rain Evaluation Results,,,
,,,
# Model Information,,,
Model,NDR-Restore,,
Test Dataset,Outdoor-Rain,,
,,,
# Overall Metrics,,,
Total Images,9000,,
Average PSNR (dB),15.8696,,
Average SSIM,0.6363,,
,,,
# Per-Image Results,,,
Rainy Image Name,GT Name,PSNR (dB),SSIM
im_0503_s100_a05.png,im_0503.png,13.4288,0.5852
im_0503_s100_a06.png,im_0503.png,19.559,0.6952
im_0503_s80_a04.png,im_0503.png,14.198,0.6061
im_0503_s80_a05.png,im_0503.png,19.8959,0.6429
im_0503_s80_a06.png,im_0503.png,17.4269,0.7494
im_0503_s85_a04.png,im_0503.png,20.7622,0.6338
im_0503_s85_a05.png,im_0503.png,11.4894,0.4656
im_0503_s85_a06.png,im_0503.png,21.4071,0.7468
im_0503_s90_a04.png,im_0503.png,13.7722,0.6278
im_0503_s90_a05.png,im_0503.png,14.9931,0.6981
im_0503_s90_a06.png,im_0503.png,11.8497,0.4743
im_0503_s95_a04.png,im_0503.png,14.592,0.6225
im_0503_s95_a05.png,im_0503.png,19.0775,0.7618
im_0503_s95_a06.png,im_0503.png,17.5517,0.7556
im_0504_s100_a04.png,im_0504.png,17.0093,0.6423
im_0504_s100_a05.png,im_0504.png,14.982,0.6314
im_0504_s100_a06.png,im_0504.png,18.8552,0.6485
im_0504_s80_a04.png,im_0504.png,19.7013,0.7877
im_0504_s80_a05.png,im_0504.png,20.7167,0.6824
im_0504_s80_a06.png,im_0504.png,15.3586,0.6121
im_0504_s85_a04.png,im_0504.png,15.7252,0.6007
im_0504_s85_a05.png,im_0504.png,19.1308,0.6265
im_0504_s85_a06.png,im_0504.png,22.2472,0.6483
im_0504_s90_a04.png,im_0504.png,15.984,0.6049
im_0504_s90_a05.png,im_0504.png,19.2101,0.7825
im_0504_s90_a06.png,im_0504.png,17.4041,0.5829
im_0504_s95_a04.png,im_0504.png,19.934,0.7019
im_0504_s95_a05.png,im_0504.png,17.4418,0.6756
im_0504_s95_a06.png,im_0504.png,18.9781,0.6902
im_0505_s100_a04.png,im_0505.png,15.2823,0.7118
im_0505_s100_a05.png,im_0505.png,14.3474,0.6021
im_0505_s100_a06.png,im_0505.png,16.3883,0.6258
im_0505_s80_a04.png,im_0505.png,14.3234,0.5984
im_0505_s80_a05.png,im_0505.png,12.8165,0.5391
im_0505_s80_a06.png,im_0505.png,13.3183,0.5781
im_0505_s85_a04.png,im_0505.png,15.5126,0.6522
im_0505_s85_a05.png,im_0505.png,24.1054,0.7421
im_0505_s85_a06.png,im_0505.png,17.1921,0.6967
im_0505_s90_a04.png,im_0505.png,20.5492,0.583
im_0505_s90_a05.png,im_0505.png,14.4095,0.6289
im_0505_s90_a06.png,im_0505.png,21.4748,0.6895
im_0505_s95_a04.png,im_0505.png,15.1194,0.6043
im_0505_s95_a05.png,im_0505.png,15.3679,0.6549
im_0505_s95_a06.png,im_0505.png,15.2555,0.6884
im_0506_s100_a04.png,im_0506.png,12.7256,0.6502
im_0506_s100_a05.png,im_0506.png,12.8967,0.6744
im_0506_s100_a06.png,im_0506.png,18.1227,0.7086
im_0506_s80_a04.png,im_0506.png,9.9843,0.4011
im_0506_s80_a05.png,im_0506.png,11.4209,0.4533
im_0506_s80_a06.png,im_0506.png,14.7305,0.7148
im_0506_s85_a04.png,im_0506.png,17.9653,0.7053
im_0506_s85_a05.png,im_0506.png,10.1468,0.5606
im_0506_s85_a06.png,im_0506.png,12.6294,0.6566
im_0506_s90_a04.png,im_0506.png,23.5863,0.7931
im_0506_s90_a05.png,im_0506.png,10.4267,0.5327
im_0506_s90_a06.png,im_0506.png,10.6456,0.4882
im_0506_s95_a04.png,im_0506.png,15.9885,0.514
im_0506_s95_a05.png,im_0506.png,11.7427,0.6103
im_0506_s95_a06.png,im_0506.png,12.0351,0.6099
im_0507_s100_a04.png,im_0507.png,12.4175,0.6955
im_0507_s100_a05.png,im_0507.png,10.2748,0.6047
im_0507_s100_a06.png,im_0507.png,19.9761,0.7463
im_0507_s80_a04.png,im_0507.png,12.6227,0.655
im_0507_s80_a05.png,im_0507.png,9.5652,0.5485
im_0507_s80_a06.png,im_0507.png,11.8576,0.544
im_0507_s85_a04.png,im_0507.png,12.9442,0.5578
im_0507_s85_a05.png,im_0507.png,12.0949,0.6823
im_0507_s85_a06.png,im_0507.png,9.0657,0.5155
im_0507_s90_a04.png,im_0507.png,10.1596,0.5494
im_0507_s90_a05.png,im_0507.png,18.3281,0.753
im_0507_s90_a06.png,im_0507.png,18.5251,0.6129
im_0507_s95_a04.png,im_0507.png,10.4902,0.6065
im_0507_s95_a05.png,im_0507.png,11.0991,0.635
im_0507_s95_a06.png,im_0507.png,11.8699,0.6665
im_0508_s100_a04.png,im_0508.png,11.6215,0.7655
im_0508_s100_a05.png,im_0508.png,21.292,0.7778
im_0508_s100_a06.png,im_0508.png,11.6089,0.7468
im_0508_s80_a04.png,im_0508.png,14.0046,0.7786
im_0508_s80_a05.png,im_0508.png,11.4322,0.7141
im_0508_s80_a06.png,im_0508.png,10.7716,0.6709
im_0508_s85_a04.png,im_0508.png,20.5925,0.737
im_0508_s85_a05.png,im_0508.png,17.6194,0.7497
im_0508_s85_a06.png,im_0508.png,20.5508,0.7586
im_0508_s90_a04.png,im_0508.png,19.9076,0.7326
im_0508_s90_a05.png,im_0508.png,21.0077,0.736
im_0508_s90_a06.png,im_0508.png,15.2071,0.7673
im_0508_s95_a04.png,im_0508.png,22.3889,0.7624
im_0508_s95_a05.png,im_0508.png,13.6896,0.7515
im_0508_s95_a06.png,im_0508.png,23.1008,0.8047
im_0509_s100_a04.png,im_0509.png,13.6265,0.7351
im_0509_s100_a05.png,im_0509.png,13.494,0.7095
im_0509_s100_a06.png,im_0509.png,13.9707,0.6675
im_0509_s80_a04.png,im_0509.png,19.9747,0.6926
im_0509_s80_a05.png,im_0509.png,9.9001,0.5886
im_0509_s80_a06.png,im_0509.png,21.2177,0.7159
im_0509_s85_a04.png,im_0509.png,11.3512,0.5536
im_0509_s85_a05.png,im_0509.png,17.1608,0.6927
im_0509_s85_a06.png,im_0509.png,14.966,0.6076
im_0509_s90_a04.png,im_0509.png,12.8945,0.5795
im_0509_s90_a05.png,im_0509.png,13.1499,0.6344
im_0509_s90_a06.png,im_0509.png,11.2901,0.6415
im_0509_s95_a04.png,im_0509.png,17.5853,0.6972
im_0509_s95_a05.png,im_0509.png,18.3211,0.7884
im_0509_s95_a06.png,im_0509.png,12.1522,0.6651
im_0510_s100_a04.png,im_0510.png,15.2409,0.7518
im_0510_s100_a05.png,im_0510.png,23.2304,0.7372
im_0510_s100_a06.png,im_0510.png,17.1295,0.6063
im_0510_s80_a04.png,im_0510.png,13.556,0.6591
im_0510_s80_a05.png,im_0510.png,14.2288,0.7072
im_0510_s80_a06.png,im_0510.png,22.6987,0.7512
im_0510_s85_a04.png,im_0510.png,21.9077,0.6721
im_0510_s85_a05.png,im_0510.png,11.7475,0.5189
im_0510_s85_a06.png,im_0510.png,12.7929,0.5614
im_0510_s90_a04.png,im_0510.png,13.1122,0.6768
im_0510_s90_a05.png,im_0510.png,13.041,0.6472
im_0510_s90_a06.png,im_0510.png,17.5989,0.5719
im_0510_s95_a04.png,im_0510.png,15.5216,0.6761
im_0510_s95_a05.png,im_0510.png,19.8331,0.6711
im_0510_s95_a06.png,im_0510.png,22.4955,0.7201
im_0511_s100_a04.png,im_0511.png,16.9193,0.6878
im_0511_s100_a05.png,im_0511.png,17.797,0.5632
im_0511_s100_a06.png,im_0511.png,24.2845,0.7788
im_0511_s80_a04.png,im_0511.png,17.0679,0.6258
im_0511_s80_a05.png,im_0511.png,20.5109,0.6414
im_0511_s80_a06.png,im_0511.png,17.602,0.6015
im_0511_s85_a04.png,im_0511.png,21.7098,0.5962
im_0511_s85_a05.png,im_0511.png,17.1069,0.5354
im_0511_s85_a06.png,im_0511.png,20.7198,0.5891
im_0511_s90_a04.png,im_0511.png,22.2902,0.6121
im_0511_s90_a05.png,im_0511.png,19.7888,0.665
im_0511_s90_a06.png,im_0511.png,18.4928,0.5845
im_0511_s95_a04.png,im_0511.png,17.3844,0.5674
im_0511_s95_a05.png,im_0511.png,16.8583,0.7053
im_0511_s95_a06.png,im_0511.png,17.1417,0.5966
im_0512_s100_a04.png,im_0512.png,12.4507,0.6607
im_0512_s100_a05.png,im_0512.png,16.2877,0.6084
im_0512_s100_a06.png,im_0512.png,15.9255,0.651
im_0512_s80_a04.png,im_0512.png,19.0787,0.7039
im_0512_s80_a05.png,im_0512.png,10.9627,0.7215
im_0512_s80_a06.png,im_0512.png,18.6296,0.7125
im_0512_s85_a04.png,im_0512.png,22.7698,0.7785
im_0512_s85_a05.png,im_0512.png,21.2258,0.7294
im_0512_s85_a06.png,im_0512.png,17.0145,0.6455
im_0512_s90_a04.png,im_0512.png,20.3018,0.657
im_0512_s90_a05.png,im_0512.png,21.2894,0.6742
im_0512_s90_a06.png,im_0512.png,18.2546,0.6477
im_0512_s95_a04.png,im_0512.png,14.8959,0.6932
im_0512_s95_a05.png,im_0512.png,14.5354,0.7203
im_0512_s95_a06.png,im_0512.png,13.519,0.6196
im_0513_s100_a04.png,im_0513.png,10.0049,0.5405
im_0513_s100_a05.png,im_0513.png,17.9545,0.5854
im_0513_s100_a06.png,im_0513.png,12.0301,0.5664
im_0513_s80_a04.png,im_0513.png,12.3444,0.6528
im_0513_s80_a05.png,im_0513.png,18.1661,0.6287
im_0513_s80_a06.png,im_0513.png,13.5754,0.6823
im_0513_s85_a04.png,im_0513.png,9.1056,0.542
im_0513_s85_a05.png,im_0513.png,11.7008,0.6401
im_0513_s85_a06.png,im_0513.png,20.133,0.6849
im_0513_s90_a04.png,im_0513.png,15.5841,0.6862
im_0513_s90_a05.png,im_0513.png,10.9602,0.6356
im_0513_s90_a06.png,im_0513.png,17.4904,0.6897
im_0513_s95_a04.png,im_0513.png,10.2608,0.65
im_0513_s95_a05.png,im_0513.png,13.1292,0.671
im_0513_s95_a06.png,im_0513.png,11.5614,0.6938
im_0514_s100_a04.png,im_0514.png,23.2372,0.7775
im_0514_s100_a05.png,im_0514.png,20.1852,0.8109
im_0514_s100_a06.png,im_0514.png,20.3948,0.8472
im_0514_s80_a04.png,im_0514.png,12.5097,0.6489
im_0514_s80_a05.png,im_0514.png,9.1671,0.599
im_0514_s80_a06.png,im_0514.png,11.0027,0.7148
im_0514_s85_a04.png,im_0514.png,10.1126,0.5332
im_0514_s85_a05.png,im_0514.png,11.0244,0.6069
im_0514_s85_a06.png,im_0514.png,13.7922,0.8003
im_0514_s90_a04.png,im_0514.png,8.9678,0.5694
im_0514_s90_a05.png,im_0514.png,9.1233,0.5212
im_0514_s90_a06.png,im_0514.png,9.8445,0.4961
im_0514_s95_a04.png,im_0514.png,21.7979,0.7945
im_0514_s95_a05.png,im_0514.png,10.6723,0.6643
im_0514_s95_a06.png,im_0514.png,11.3564,0.5505
im_0515_s100_a04.png,im_0515.png,17.522,0.6427
im_0515_s100_a05.png,im_0515.png,14.7547,0.5752
im_0515_s100_a06.png,im_0515.png,19.6311,0.6778
im_0515_s80_a04.png,im_0515.png,20.351,0.6534
im_0515_s80_a05.png,im_0515.png,19.0982,0.6827
im_0515_s80_a06.png,im_0515.png,21.5935,0.6803
im_0515_s85_a04.png,im_0515.png,19.6931,0.6948
im_0515_s85_a05.png,im_0515.png,15.0564,0.6932
im_0515_s85_a06.png,im_0515.png,24.5775,0.7826
im_0515_s90_a04.png,im_0515.png,23.0739,0.6296
im_0515_s90_a05.png,im_0515.png,16.1619,0.6683
im_0515_s90_a06.png,im_0515.png,18.7997,0.5855
im_0515_s95_a04.png,im_0515.png,25.7163,0.7791
im_0515_s95_a05.png,im_0515.png,16.0997,0.6064
im_0515_s95_a06.png,im_0515.png,15.5192,0.6655
im_0516_s100_a04.png,im_0516.png,16.9418,0.6705
im_0516_s100_a05.png,im_0516.png,18.8809,0.5869
im_0516_s100_a06.png,im_0516.png,24.6256,0.7245
im_0516_s80_a04.png,im_0516.png,19.2139,0.6295
im_0516_s80_a05.png,im_0516.png,13.8972,0.4827
im_0516_s80_a06.png,im_0516.png,18.9057,0.6471
im_0516_s85_a04.png,im_0516.png,18.0811,0.6949
im_0516_s85_a05.png,im_0516.png,21.9937,0.6753
im_0516_s85_a06.png,im_0516.png,18.1715,0.5829
im_0516_s90_a04.png,im_0516.png,16.0152,0.5004
im_0516_s90_a05.png,im_0516.png,15.2743,0.6388
im_0516_s90_a06.png,im_0516.png,16.4051,0.5177
im_0516_s95_a04.png,im_0516.png,17.9715,0.5544
im_0516_s95_a05.png,im_0516.png,17.5941,0.6109
im_0516_s95_a06.png,im_0516.png,22.754,0.7044
im_0517_s100_a04.png,im_0517.png,11.274,0.6269
im_0517_s100_a05.png,im_0517.png,9.8599,0.5818
im_0517_s100_a06.png,im_0517.png,9.2685,0.51
im_0517_s80_a04.png,im_0517.png,10.1178,0.551
im_0517_s80_a05.png,im_0517.png,14.5821,0.6931
im_0517_s80_a06.png,im_0517.png,8.9774,0.5626
im_0517_s85_a04.png,im_0517.png,14.272,0.709
im_0517_s85_a05.png,im_0517.png,19.2178,0.6656
im_0517_s85_a06.png,im_0517.png,9.0037,0.5324
im_0517_s90_a04.png,im_0517.png,16.1617,0.6517
im_0517_s90_a05.png,im_0517.png,20.8988,0.6791
im_0517_s90_a06.png,im_0517.png,17.1996,0.6796
im_0517_s95_a04.png,im_0517.png,14.211,0.677
im_0517_s95_a05.png,im_0517.png,9.5314,0.5793
im_0517_s95_a06.png,im_0517.png,9.4986,0.5147
im_0518_s100_a04.png,im_0518.png,17.7096,0.5785
im_0518_s100_a05.png,im_0518.png,10.6476,0.5787
im_0518_s100_a06.png,im_0518.png,14.52,0.5957
im_0518_s80_a04.png,im_0518.png,18.5418,0.6016
im_0518_s80_a05.png,im_0518.png,17.494,0.6887
im_0518_s80_a06.png,im_0518.png,17.4442,0.7891
im_0518_s85_a04.png,im_0518.png,22.7082,0.7004
im_0518_s85_a05.png,im_0518.png,15.0884,0.7351
im_0518_s85_a06.png,im_0518.png,12.2328,0.5938
im_0518_s90_a04.png,im_0518.png,21.9135,0.6749
im_0518_s90_a05.png,im_0518.png,17.9115,0.6445
im_0518_s90_a06.png,im_0518.png,15.6173,0.5508
im_0518_s95_a04.png,im_0518.png,14.7461,0.6455
im_0518_s95_a05.png,im_0518.png,15.8943,0.6106
im_0518_s95_a06.png,im_0518.png,12.7028,0.6765
im_0519_s100_a04.png,im_0519.png,10.8398,0.5507
im_0519_s100_a05.png,im_0519.png,17.0687,0.6959
im_0519_s100_a06.png,im_0519.png,15.7393,0.6149
im_0519_s80_a04.png,im_0519.png,23.8069,0.7386
im_0519_s80_a05.png,im_0519.png,20.569,0.6703
im_0519_s80_a06.png,im_0519.png,19.3086,0.5684
im_0519_s85_a04.png,im_0519.png,11.7825,0.5633
im_0519_s85_a05.png,im_0519.png,13.0324,0.6136
im_0519_s85_a06.png,im_0519.png,16.2061,0.6149
im_0519_s90_a04.png,im_0519.png,11.8363,0.5039
im_0519_s90_a05.png,im_0519.png,16.9936,0.6302
im_0519_s90_a06.png,im_0519.png,13.7452,0.6393
im_0519_s95_a04.png,im_0519.png,19.477,0.5603
im_0519_s95_a05.png,im_0519.png,10.8766,0.5789
im_0519_s95_a06.png,im_0519.png,12.6778,0.6535
im_0520_s100_a04.png,im_0520.png,8.5642,0.6071
im_0520_s100_a05.png,im_0520.png,17.7544,0.684
im_0520_s100_a06.png,im_0520.png,14.6433,0.6128
im_0520_s80_a04.png,im_0520.png,14.694,0.6531
im_0520_s80_a05.png,im_0520.png,18.5758,0.7769
im_0520_s80_a06.png,im_0520.png,11.3855,0.75
im_0520_s85_a04.png,im_0520.png,19.9961,0.751
im_0520_s85_a05.png,im_0520.png,11.9766,0.7591
im_0520_s85_a06.png,im_0520.png,19.1294,0.7321
im_0520_s90_a04.png,im_0520.png,16.704,0.6267
im_0520_s90_a05.png,im_0520.png,9.7175,0.6555
im_0520_s90_a06.png,im_0520.png,16.8833,0.6547
im_0520_s95_a04.png,im_0520.png,17.782,0.7452
im_0520_s95_a05.png,im_0520.png,8.6278,0.6261
im_0520_s95_a06.png,im_0520.png,11.3132,0.7382
im_0521_s100_a04.png,im_0521.png,18.2737,0.7592
im_0521_s100_a05.png,im_0521.png,12.1166,0.6478
im_0521_s100_a06.png,im_0521.png,13.261,0.6381
im_0521_s80_a04.png,im_0521.png,12.6941,0.6077
im_0521_s80_a05.png,im_0521.png,22.9352,0.8222
im_0521_s80_a06.png,im_0521.png,11.9036,0.5251
im_0521_s85_a04.png,im_0521.png,14.0652,0.5536
im_0521_s85_a05.png,im_0521.png,13.5305,0.699
im_0521_s85_a06.png,im_0521.png,11.454,0.4637
im_0521_s90_a04.png,im_0521.png,15.2474,0.698
im_0521_s90_a05.png,im_0521.png,12.6278,0.4864
im_0521_s90_a06.png,im_0521.png,16.1595,0.7833
im_0521_s95_a04.png,im_0521.png,15.1556,0.5802
im_0521_s95_a05.png,im_0521.png,11.369,0.4512
im_0521_s95_a06.png,im_0521.png,12.8363,0.659
im_0522_s100_a04.png,im_0522.png,9.7878,0.6695
im_0522_s100_a05.png,im_0522.png,9.0855,0.5525
im_0522_s100_a06.png,im_0522.png,13.97,0.5859
im_0522_s80_a04.png,im_0522.png,7.835,0.5415
im_0522_s80_a05.png,im_0522.png,18.4807,0.7613
im_0522_s80_a06.png,im_0522.png,7.4704,0.5432
im_0522_s85_a04.png,im_0522.png,6.4506,0.4285
im_0522_s85_a05.png,im_0522.png,7.9509,0.5491
im_0522_s85_a06.png,im_0522.png,17.2858,0.7225
im_0522_s90_a04.png,im_0522.png,16.731,0.7063
im_0522_s90_a05.png,im_0522.png,9.3794,0.6363
im_0522_s90_a06.png,im_0522.png,7.1824,0.4679
im_0522_s95_a04.png,im_0522.png,8.4342,0.5323
im_0522_s95_a05.png,im_0522.png,12.4504,0.7426
im_0522_s95_a06.png,im_0522.png,8.7788,0.5607
im_0523_s100_a04.png,im_0523.png,17.9516,0.7827
im_0523_s100_a05.png,im_0523.png,23.0622,0.7903
im_0523_s100_a06.png,im_0523.png,12.9237,0.7487
im_0523_s80_a04.png,im_0523.png,10.9254,0.5345
im_0523_s80_a05.png,im_0523.png,21.0517,0.7468
im_0523_s80_a06.png,im_0523.png,21.9458,0.7555
im_0523_s85_a04.png,im_0523.png,14.6056,0.6285
im_0523_s85_a05.png,im_0523.png,12.0861,0.693
im_0523_s85_a06.png,im_0523.png,16.2346,0.657
im_0523_s90_a04.png,im_0523.png,16.8833,0.6199
im_0523_s90_a05.png,im_0523.png,18.833,0.7021
im_0523_s90_a06.png,im_0523.png,13.7034,0.643
im_0523_s95_a04.png,im_0523.png,13.9438,0.6897
im_0523_s95_a05.png,im_0523.png,11.1284,0.6701
im_0523_s95_a06.png,im_0523.png,10.2579,0.5726
im_0524_s100_a04.png,im_0524.png,11.9477,0.6681
im_0524_s100_a05.png,im_0524.png,14.6556,0.5909
im_0524_s100_a06.png,im_0524.png,23.6182,0.7275
im_0524_s80_a04.png,im_0524.png,15.3752,0.7764
im_0524_s80_a05.png,im_0524.png,19.2038,0.6915
im_0524_s80_a06.png,im_0524.png,18.3887,0.6228
im_0524_s85_a04.png,im_0524.png,13.9769,0.6962
im_0524_s85_a05.png,im_0524.png,19.8627,0.7595
im_0524_s85_a06.png,im_0524.png,13.047,0.6984
im_0524_s90_a04.png,im_0524.png,12.032,0.6169
im_0524_s90_a05.png,im_0524.png,13.3434,0.5951
im_0524_s90_a06.png,im_0524.png,12.4048,0.6381
im_0524_s95_a04.png,im_0524.png,12.1855,0.6731
im_0524_s95_a05.png,im_0524.png,21.846,0.7712
im_0524_s95_a06.png,im_0524.png,19.043,0.6283
im_0525_s100_a04.png,im_0525.png,10.5889,0.4254
im_0525_s100_a05.png,im_0525.png,10.9668,0.554
im_0525_s100_a06.png,im_0525.png,21.2888,0.6432
im_0525_s80_a04.png,im_0525.png,15.1275,0.731
im_0525_s80_a05.png,im_0525.png,12.4584,0.6431
im_0525_s80_a06.png,im_0525.png,11.1392,0.6018
im_0525_s85_a04.png,im_0525.png,15.9068,0.6951
im_0525_s85_a05.png,im_0525.png,21.6963,0.6344
im_0525_s85_a06.png,im_0525.png,9.4195,0.4554
im_0525_s90_a04.png,im_0525.png,16.3372,0.5951
im_0525_s90_a05.png,im_0525.png,12.7211,0.6978
im_0525_s90_a06.png,im_0525.png,15.4909,0.7344
im_0525_s95_a04.png,im_0525.png,18.9334,0.7919
im_0525_s95_a05.png,im_0525.png,10.4613,0.6021
im_0525_s95_a06.png,im_0525.png,10.1222,0.5318
im_0526_s100_a04.png,im_0526.png,12.1709,0.5441
im_0526_s100_a05.png,im_0526.png,13.4316,0.6512
im_0526_s100_a06.png,im_0526.png,13.5297,0.5286
im_0526_s80_a04.png,im_0526.png,11.3277,0.5085
im_0526_s80_a05.png,im_0526.png,16.7249,0.621
im_0526_s80_a06.png,im_0526.png,16.7784,0.7775
im_0526_s85_a04.png,im_0526.png,13.8593,0.7215
im_0526_s85_a05.png,im_0526.png,11.8751,0.5626
im_0526_s85_a06.png,im_0526.png,16.7298,0.5816
im_0526_s90_a04.png,im_0526.png,17.8154,0.5975
im_0526_s90_a05.png,im_0526.png,12.7146,0.6614
im_0526_s90_a06.png,im_0526.png,13.8224,0.625
im_0526_s95_a04.png,im_0526.png,11.5968,0.6077
im_0526_s95_a05.png,im_0526.png,16.309,0.6697
im_0526_s95_a06.png,im_0526.png,15.9575,0.6673
im_0527_s100_a04.png,im_0527.png,15.3316,0.5441
im_0527_s100_a05.png,im_0527.png,16.1416,0.6361
im_0527_s100_a06.png,im_0527.png,19.9028,0.6316
im_0527_s80_a04.png,im_0527.png,14.8458,0.5518
im_0527_s80_a05.png,im_0527.png,16.477,0.5452
im_0527_s80_a06.png,im_0527.png,16.6207,0.6749
im_0527_s85_a04.png,im_0527.png,14.386,0.5868
im_0527_s85_a05.png,im_0527.png,14.1421,0.5149
im_0527_s85_a06.png,im_0527.png,15.0468,0.651
im_0527_s90_a04.png,im_0527.png,20.273,0.6305
im_0527_s90_a05.png,im_0527.png,14.1912,0.5338
im_0527_s90_a06.png,im_0527.png,14.9861,0.5787
im_0527_s95_a04.png,im_0527.png,14.2591,0.5634
im_0527_s95_a05.png,im_0527.png,12.7615,0.4887
im_0527_s95_a06.png,im_0527.png,15.1091,0.6882
im_0528_s100_a04.png,im_0528.png,18.7735,0.7096
im_0528_s100_a05.png,im_0528.png,14.9543,0.7241
im_0528_s100_a06.png,im_0528.png,8.1532,0.5063
im_0528_s80_a04.png,im_0528.png,11.857,0.6454
im_0528_s80_a05.png,im_0528.png,12.1085,0.6478
im_0528_s80_a06.png,im_0528.png,14.1926,0.6808
im_0528_s85_a04.png,im_0528.png,9.1098,0.6231
im_0528_s85_a05.png,im_0528.png,14.953,0.7161
im_0528_s85_a06.png,im_0528.png,13.2574,0.7181
im_0528_s90_a04.png,im_0528.png,9.3142,0.5615
im_0528_s90_a05.png,im_0528.png,14.5611,0.6979
im_0528_s90_a06.png,im_0528.png,9.9826,0.5439
im_0528_s95_a04.png,im_0528.png,23.6656,0.8302
im_0528_s95_a05.png,im_0528.png,14.823,0.6725
im_0528_s95_a06.png,im_0528.png,16.0399,0.7254
im_0529_s100_a04.png,im_0529.png,7.4945,0.4797
im_0529_s100_a05.png,im_0529.png,7.7139,0.5143
im_0529_s100_a06.png,im_0529.png,7.5008,0.5009
im_0529_s80_a04.png,im_0529.png,16.0998,0.6679
im_0529_s80_a05.png,im_0529.png,7.0912,0.4463
im_0529_s80_a06.png,im_0529.png,18.6177,0.7027
im_0529_s85_a04.png,im_0529.png,19.5903,0.7188
im_0529_s85_a05.png,im_0529.png,15.4445,0.6192
im_0529_s85_a06.png,im_0529.png,18.4252,0.7611
im_0529_s90_a04.png,im_0529.png,7.0778,0.411
im_0529_s90_a05.png,im_0529.png,19.5141,0.6934
im_0529_s90_a06.png,im_0529.png,8.6532,0.5184
im_0529_s95_a04.png,im_0529.png,18.3058,0.7142
im_0529_s95_a05.png,im_0529.png,13.4954,0.6153
im_0529_s95_a06.png,im_0529.png,8.9498,0.6091
im_0530_s100_a04.png,im_0530.png,24.5526,0.7648
im_0530_s100_a05.png,im_0530.png,17.0948,0.5445
im_0530_s100_a06.png,im_0530.png,17.9579,0.6299
im_0530_s80_a04.png,im_0530.png,19.2785,0.6853
im_0530_s80_a05.png,im_0530.png,23.7902,0.7354
im_0530_s80_a06.png,im_0530.png,24.3033,0.7695
im_0530_s85_a04.png,im_0530.png,22.2685,0.6247
im_0530_s85_a05.png,im_0530.png,16.2696,0.715
im_0530_s85_a06.png,im_0530.png,20.7544,0.6654
im_0530_s90_a04.png,im_0530.png,16.4424,0.6471
im_0530_s90_a05.png,im_0530.png,21.5692,0.6328
im_0530_s90_a06.png,im_0530.png,24.7325,0.7692
im_0530_s95_a04.png,im_0530.png,23.9359,0.7192
im_0530_s95_a05.png,im_0530.png,23.4247,0.736
im_0530_s95_a06.png,im_0530.png,19.8037,0.7018
im_0531_s100_a04.png,im_0531.png,17.2494,0.7571
im_0531_s100_a05.png,im_0531.png,22.2435,0.7887
im_0531_s100_a06.png,im_0531.png,10.4113,0.5169
im_0531_s80_a04.png,im_0531.png,14.0348,0.7024
im_0531_s80_a05.png,im_0531.png,13.4348,0.686
im_0531_s80_a06.png,im_0531.png,17.9049,0.6444
im_0531_s85_a04.png,im_0531.png,21.5086,0.7827
im_0531_s85_a05.png,im_0531.png,11.365,0.5975
im_0531_s85_a06.png,im_0531.png,18.2158,0.6953
im_0531_s90_a04.png,im_0531.png,17.0437,0.5446
im_0531_s90_a05.png,im_0531.png,22.9074,0.7318
im_0531_s90_a06.png,im_0531.png,13.2538,0.5642
im_0531_s95_a04.png,im_0531.png,13.5175,0.6321
im_0531_s95_a05.png,im_0531.png,18.0994,0.6945
im_0531_s95_a06.png,im_0531.png,9.5834,0.4212
im_0532_s100_a04.png,im_0532.png,17.2261,0.7
im_0532_s100_a05.png,im_0532.png,12.6603,0.6699
im_0532_s100_a06.png,im_0532.png,16.2566,0.6045
im_0532_s80_a04.png,im_0532.png,13.8013,0.6496
im_0532_s80_a05.png,im_0532.png,18.5907,0.6456
im_0532_s80_a06.png,im_0532.png,15.8233,0.6115
im_0532_s85_a04.png,im_0532.png,14.5175,0.7199
im_0532_s85_a05.png,im_0532.png,12.1518,0.5539
im_0532_s85_a06.png,im_0532.png,15.7988,0.7584
im_0532_s90_a04.png,im_0532.png,20.1071,0.7006
im_0532_s90_a05.png,im_0532.png,17.4888,0.6383
im_0532_s90_a06.png,im_0532.png,12.4768,0.6106
im_0532_s95_a04.png,im_0532.png,23.0726,0.7381
im_0532_s95_a05.png,im_0532.png,14.9602,0.728
im_0532_s95_a06.png,im_0532.png,15.8867,0.7152
im_0533_s100_a04.png,im_0533.png,24.6524,0.7671
im_0533_s100_a05.png,im_0533.png,13.8323,0.6252
im_0533_s100_a06.png,im_0533.png,18.1671,0.7219
im_0533_s80_a04.png,im_0533.png,20.0306,0.7867
im_0533_s80_a05.png,im_0533.png,20.5982,0.809
im_0533_s80_a06.png,im_0533.png,21.1961,0.5887
im_0533_s85_a04.png,im_0533.png,13.6976,0.732
im_0533_s85_a05.png,im_0533.png,16.2419,0.5716
im_0533_s85_a06.png,im_0533.png,17.2797,0.6503
im_0533_s90_a04.png,im_0533.png,12.3997,0.5509
im_0533_s90_a05.png,im_0533.png,23.6543,0.7033
im_0533_s90_a06.png,im_0533.png,15.8766,0.6035
im_0533_s95_a04.png,im_0533.png,15.1246,0.6297
im_0533_s95_a05.png,im_0533.png,22.371,0.7916
